CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_Book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
CID-00150,Existing,61,F,5,Uneducated,Unknown,Less than $40K,Blue,31,6,2,2,5470.5,1311,7687.056633852279,1.1398325833321867,5693,26,1.635242191382912,0.5409934606743936
CID-00151,Attrited,26,F,2,High School,Married,Less than $40K,Gold,19,1,4,7,2437.0499999999997,3106,862.710911598916,3.1639399601608664,268,11,2.2914651288723977,0.6908782614709229
CID-00152,Existing,44,M,0,Post-Graduate,Unknown,$60K - $80K,Blue,26,2,3,1,2797.0,2686,2228.9385623127723,2.6527701667053982,2128,37,1.929552738014623,0.41266581479631503
CID-00153,Existing,63,M,2,Doctorate,Single,$120K +,Silver,44,5,3,6,1500.0,1013,0.0,1.8956784758310867,3280,86,3.054325074120414,0.4717518264209904
CID-00154,Existing,69,M,0,Post-Graduate,Unknown,$120K +,Blue,30,1,1,2,6208.5,578,4069.176912387656,3.376412160275891,-1792,54,2.203116580498149,0.27859749182260307
CID-00155,Attrited,50,M,1,Post-Graduate,Married,Less than $40K,Silver,59,5,1,4,6975.5,1228,9308.722992177007,1.411708541102196,1249,43,2.4540544342281008,0.7961983120930147
CID-00156,Existing,27,F,0,High School,Married,Less than $40K,Blue,23,4,2,5,2097.2,1838,1267.009147971839,2.1925975400787032,6418,88,2.38697993608033,0.30391756913823986
CID-00157,Existing,34,M,5,Graduate,Married,$60K - $80K,Silver,28,6,2,3,5886.0,1400,4443.108406773648,2.007759427958103,3939,97,2.6800082585513954,0.5005084177850231
CID-00158,Existing,66,F,0,Uneducated,Single,$40K - $60K,Blue,44,1,2,0,4006.0,2000,3713.689608611554,1.7246537587769861,2907,65,3.016986666689876,0.39207681760124513
CID-00159,Existing,66,F,2,Unknown,Unknown,$80K - $120K,Blue,31,5,1,3,6816.0,42,3348.130861645863,1.4884580024278058,940,14,2.020096863935512,0.02830949596609775
CID-00160,Existing,53,M,1,College,Single,$60K - $80K,Gold,57,1,1,4,4732.5,2570,2603.6816771453205,0.9445522943569757,4665,44,0.6407441663352236,0.033437600517099715
CID-00161,Existing,34,M,2,Graduate,Married,Less than $40K,Blue,42,6,2,1,2786.7,3131,2582.7461842511393,1.8848117186216078,6337,32,0.8072344348629026,0.826647267568759
CID-00162,Existing,35,F,1,Uneducated,Married,$40K - $60K,Blue,49,1,5,2,3261.0,83,2486.296520416264,0.5374478473178697,2030,45,1.2422202096734036,0.5824412961767492
CID-00163,Existing,69,F,5,Doctorate,Married,Unknown,Blue,30,2,2,3,8263.0,1997,6899.49956272268,1.6281303060575698,1373,62,3.270189289572088,0.6994378669446589
CID-00164,Existing,40,F,4,Graduate,Married,$60K - $80K,Platinum,30,6,3,1,8904.0,1613,4125.582675051108,2.5527894802595505,-327,55,2.561890231213639,0.6750789236318178
CID-00165,Existing,51,M,3,High School,Single,$120K +,Blue,55,2,2,3,3121.5,1895,1184.794487817986,3.483850754166744,6602,10,1.002910468381859,0.0240519000979533
CID-00166,Existing,25,M,5,Post-Graduate,Divorced,$60K - $80K,Blue,24,3,1,3,7662.0,-259,6500.821196138677,3.125342081099891,5544,74,1.7882566567792189,0.20338998895094165
CID-00167,Existing,30,M,5,Doctorate,Unknown,$80K - $120K,Silver,49,2,1,5,2577.0,-100,1180.9368045577348,1.1600409977748656,8217,98,3.0996709864995986,0.6072590836096635
CID-00168,Existing,40,M,3,Post-Graduate,Married,$40K - $60K,Blue,12,2,2,3,6465.0,1483,5623.578997549852,0.9870334774790329,4965,91,2.9901949448333998,0.6956674751573313
CID-00169,Existing,37,F,2,Doctorate,Divorced,$80K - $120K,Platinum,22,3,2,3,14628.0,974,3099.3346545670547,1.8874299178652265,3446,17,3.3026854581779697,0.6662546353394518
CID-00170,Existing,39,F,5,Unknown,Single,$120K +,Blue,38,3,2,4,11236.5,1021,6282.224077196945,1.1655927477077912,4475,72,1.6755283939611245,0.3139979770253708
CID-00171,Existing,64,M,1,Unknown,Married,Less than $40K,Blue,48,1,2,4,2132.2,1778,2964.78311489713,1.734551996845478,4843,37,3.351153213955622,0.6112885847949485
CID-00172,Existing,69,M,0,Doctorate,Married,$40K - $60K,Blue,50,1,1,3,7251.0,2476,6367.753422076487,3.497497798807568,1857,33,1.1903182071675928,0.380629851989064
CID-00173,Existing,40,M,5,Graduate,Married,$60K - $80K,Blue,12,1,1,2,6036.0,592,4600.7589478786085,3.1076370779153457,1925,39,1.797200908548674,0.7799034957459623
CID-00174,Existing,58,F,3,Unknown,Single,$80K - $120K,Silver,26,2,3,5,8145.0,1531,4676.587878520019,2.360774736204968,2027,31,2.821902089397808,0.5203286610255734
CID-00175,Existing,52,M,5,Unknown,Married,$80K - $120K,Blue,29,5,1,2,8128.5,863,4139.231482859903,1.9189734845261888,4017,74,2.8235495761546887,0.277753609611983
CID-00176,Existing,20,F,2,Uneducated,Married,$80K - $120K,Blue,54,6,1,2,4777.5,1627,1683.5705278181179,1.9293584752318216,1570,16,2.457103883147501,0.0903936513657032
CID-00177,Existing,51,M,2,Graduate,Single,$80K - $120K,Blue,36,5,6,3,16986.0,1283,11025.575899929621,3.3268727270572906,6716,12,3.0392490187204033,0.5371816806421258
CID-00178,Existing,50,F,2,Graduate,Single,$60K - $80K,Blue,12,6,3,1,5143.0,1975,3922.5387652261015,1.0039876769909393,7042,65,2.351082789981788,0.5817049185273802
CID-00179,Attrited,63,M,1,College,Single,$60K - $80K,Blue,30,2,5,2,4636.0,317,3498.4386494777664,0.7309868701711824,2441,49,1.9222133641689862,0.7748137392959947
CID-00180,Existing,34,M,5,College,Married,Less than $40K,Blue,45,4,1,1,2993.8999999999996,2027,2728.2686084237666,1.7642432456631956,4166,17,0.8697071067440348,0.3041626732226117
CID-00181,Existing,62,F,2,Graduate,Married,$40K - $60K,Gold,21,1,2,6,8496.0,837,4824.124485848378,1.8639383884447822,5925,63,0.6945532216982317,0.5767041069122588
CID-00182,Existing,36,M,4,Graduate,Single,$60K - $80K,Blue,23,2,3,1,5767.0,692,4572.566243755442,3.240513843113444,4882,33,1.8577183334687097,0.016135830272423945
CID-00183,Attrited,47,M,0,College,Married,$80K - $120K,Gold,50,4,2,2,14172.75,1130,4563.753232021392,3.373247490094023,4180,65,3.1713227568905644,0.08624396629222324
CID-00184,Attrited,40,M,2,Unknown,Single,$120K +,Gold,56,1,4,4,10208.25,2541,3020.0926086997424,1.2023107821595058,5322,36,2.3694686085126744,0.11379289172054101
CID-00185,Existing,32,M,1,Graduate,Married,$80K - $120K,Blue,13,3,0,2,9505.5,1630,5570.788940446497,1.1325500516315004,5720,20,0.7493045858509565,0.33069377340779127
CID-00186,Existing,31,M,0,Graduate,Married,$60K - $80K,Blue,43,2,2,3,6953.0,1624,5946.901694015818,2.1592458918773643,5009,36,2.1144135115072853,0.7258979523163063
CID-00187,Existing,19,F,0,Graduate,Married,$40K - $60K,Blue,37,4,2,2,8574.0,2259,6678.519230020348,3.4468482987942286,3046,99,1.9352415586754435,0.16230730000734847
CID-00188,Existing,56,F,3,High School,Married,$60K - $80K,Gold,31,5,2,1,8392.5,-791,5451.2904852787,2.8292033414381486,5526,83,2.9697757454267526,0.28680834655397086
CID-00189,Existing,66,M,2,Uneducated,Single,Less than $40K,Gold,17,2,2,2,7284.9,465,6732.889122834064,0.6797154409882252,5002,92,1.7487873117333161,0.7084516419606726
CID-00190,Existing,35,M,2,College,Single,$60K - $80K,Gold,18,5,3,4,4552.5,1368,1472.180046507774,2.993944633698023,4347,42,0.9875135951602142,0.643464118420564
CID-00191,Existing,23,M,5,Graduate,Married,Less than $40K,Platinum,13,4,3,4,6270.599999999999,2098,3341.6969828095207,3.0972733727419097,1127,61,3.49630631252064,0.6845650786189389
CID-00192,Attrited,49,M,1,Graduate,Single,Less than $40K,Blue,28,2,5,5,1679.3,1796,851.3109872317091,1.4853244382523374,4554,94,2.8462790064036683,0.7927160181704435
CID-00193,Attrited,38,M,4,Graduate,Unknown,$80K - $120K,Blue,37,2,3,4,3934.5,1742,1554.3539332145572,1.4639888889645958,3444,38,0.5347022310879319,0.4654462718761903
CID-00194,Existing,57,F,5,Graduate,Married,Less than $40K,Silver,42,2,0,3,3616.2,1607,3844.8620426638336,2.089276899517659,3339,81,3.424990138338974,0.3035489745032502
CID-00195,Existing,45,M,4,High School,Married,$60K - $80K,Blue,45,6,4,1,6213.0,2979,4651.572413239144,3.220906819140259,844,90,2.225140798867366,0.39165954803470965
CID-00196,Existing,44,M,3,College,Single,$80K - $120K,Blue,29,2,2,3,9084.0,2458,4848.032535177052,1.0091856792367246,4319,47,0.8303992807901123,0.812774032520261
CID-00197,Existing,19,F,4,Graduate,Divorced,$120K +,Blue,52,3,3,2,5416.5,1570,2642.801459412322,2.2491311078366474,3851,83,1.6571483921598813,0.25631513972537745
CID-00198,Attrited,50,F,1,Doctorate,Married,Less than $40K,Blue,54,2,2,6,4615.099999999999,1770,4910.400030074179,1.9700471910911008,3754,75,0.5496781363153914,0.6288720168393297
CID-00199,Attrited,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,2,3,1943.8999999999999,1706,1582.091235669025,1.4876281433288852,2013,57,1.8829964235467136,0.44011758491257996
CID-00200,Existing,56,F,2,College,Married,$120K +,Blue,16,4,3,3,5641.5,-1350,2656.666446980645,2.395919725772635,5238,86,0.9797981641746464,0.1486789540267443
CID-00201,Existing,39,F,4,Unknown,Married,$40K - $60K,Blue,34,3,2,2,4849.0,724,2882.0630565616902,1.5973649225949158,2544,53,0.669615693010602,0.6740922852904062
CID-00202,Existing,60,M,1,Post-Graduate,Married,$120K +,Blue,12,2,3,4,5044.5,1380,2915.4053874704773,0.8180474806323951,4146,65,2.930534610817653,0.6094992766154599
CID-00203,Existing,64,M,1,Unknown,Married,$40K - $60K,Blue,31,2,3,3,3552.0,2272,3300.9730465002904,3.105371007299974,3062,51,0.6631854783499396,0.7291648377976294
CID-00204,Attrited,30,M,2,High School,Married,$60K - $80K,Silver,13,1,6,5,5620.0,1749,3626.7843963933783,1.15799789813583,4934,57,2.1342230333952688,0.6801142021549299
CID-00205,Existing,19,F,1,Unknown,Married,Less than $40K,Silver,54,1,3,1,2933.7,1972,4077.122021008279,2.346914131629447,4820,39,2.7917001538667043,0.7083023324777057
CID-00206,Existing,31,F,3,College,Single,$60K - $80K,Blue,57,5,6,6,4728.0,771,2784.4368923493976,3.4494947899383446,6347,41,2.998643217313772,0.27539558407302556
CID-00207,Existing,55,M,3,Graduate,Single,$120K +,Blue,48,3,1,3,12319.5,1155,7159.307265941396,1.2568939783034898,4508,13,3.0021475105815605,0.1847230115705547
CID-00208,Existing,58,F,5,Unknown,Single,$80K - $120K,Blue,12,1,1,4,9841.5,62,6221.064658785167,1.957856272826981,3168,99,1.7554953152562986,0.07457160095822311
CID-00209,Existing,45,F,0,Unknown,Single,$80K - $120K,Silver,21,4,2,3,7515.0,2027,3798.8272407437175,2.499842286350174,6343,42,0.9255609447194775,0.4106181143925554
CID-00210,Existing,24,F,2,College,Divorced,$40K - $60K,Blue,16,4,2,4,3823.0,1059,3324.9542132424726,3.259761454031998,1388,17,1.722187359037477,0.306779650835927
CID-00211,Existing,35,F,1,Graduate,Married,Unknown,Blue,52,4,1,2,7128.0,736,6434.623965149595,3.1191056171156593,4382,41,0.7618835291621942,0.5210445826191621
CID-00212,Existing,58,F,4,Unknown,Unknown,$80K - $120K,Blue,56,3,4,6,4432.5,1748,1721.7305226009014,3.450725711865108,6680,85,2.8167776682397614,0.02380953934038326
CID-00213,Existing,53,M,5,College,Married,Unknown,Blue,24,6,1,3,2984.1,2431,3691.9467296290695,2.248932570089494,7294,34,2.1468660113125853,0.3012353321573869
CID-00214,Existing,58,M,3,Graduate,Married,Less than $40K,Gold,15,4,2,2,5265.75,2037,4454.198712651385,0.6098806458745589,3761,85,3.0430121495575015,0.29238946358084267
CID-00215,Existing,53,M,2,College,Unknown,Less than $40K,Blue,35,1,1,2,3369.7999999999997,1574,3394.511424652893,0.9037777885123507,5456,88,1.9843809282185534,0.7438268277165194
CID-00216,Existing,61,M,2,High School,Married,Less than $40K,Blue,59,1,2,4,1068.8999999999999,654,848.407974344698,3.235705334411306,1702,22,2.8614584898914743,0.3235866371474397
CID-00217,Existing,21,M,3,Graduate,Married,Unknown,Blue,38,5,4,3,5370.0,1482,4865.824280096397,1.9606223606845943,6064,55,1.4591079251993921,0.01882818525185897
CID-00218,Existing,47,F,0,Unknown,Married,$40K - $60K,Blue,47,5,1,7,6957.0,1756,6952.47894281606,1.4553916486907985,1147,70,0.7863308809993205,0.2079241691800793
CID-00219,Existing,41,F,2,Graduate,Married,$40K - $60K,Blue,54,3,2,1,5666.0,1098,5128.505406510064,2.658518457575674,4563,34,2.8785714727975864,0.14343188512158034
CID-00220,Existing,37,F,1,Graduate,Married,$60K - $80K,Blue,47,5,3,2,6908.0,2065,6346.2384225322585,3.371879228989664,5003,86,0.5035097914755826,0.5949780890216765
CID-00221,Existing,63,M,4,Graduate,Married,$60K - $80K,Blue,13,3,3,3,4838.0,710,4338.18848485686,2.6614218046401295,374,54,2.1851920850791986,0.36396423487860247
CID-00222,Existing,48,M,4,Graduate,Unknown,$40K - $60K,Blue,43,2,3,3,6675.0,500,4918.850652111706,1.3220368463971943,3152,93,2.7924440893886597,0.11443176237229366
CID-00223,Existing,41,M,3,Graduate,Divorced,Less than $40K,Silver,28,5,4,1,1628.1999999999998,841,634.527726285708,1.017189850169737,4605,30,1.170005194298474,0.2190338686798575
CID-00224,Existing,24,M,2,Unknown,Married,Less than $40K,Blue,23,3,2,1,5741.4,975,7124.895456555127,2.135395917866124,4644,16,0.890203729488527,0.02873138340319795
CID-00225,Existing,43,M,4,Graduate,Single,$60K - $80K,Blue,23,1,4,3,7916.0,1819,7199.116455777302,0.9669309103219059,3876,40,1.3632491878279431,0.20838355774409867
CID-00226,Existing,30,M,2,Graduate,Single,$40K - $60K,Gold,32,5,2,0,9711.0,2567,5825.843676267223,3.1186545838174764,500,17,1.1862174241382362,0.0023653335262104613
CID-00227,Attrited,25,M,3,Uneducated,Single,Unknown,Blue,19,5,4,4,6067.0,2239,5024.045165645935,1.1250769527373223,2225,29,0.9967375307286385,0.4676441719514049
CID-00228,Existing,22,F,0,College,Single,$60K - $80K,Blue,33,6,0,3,1000.0,952,0.0,2.5554303476800624,4572,94,2.115158769099911,0.7688481187508426
CID-00229,Attrited,61,M,4,Graduate,Unknown,$60K - $80K,Silver,21,3,3,4,2914.0,872,2461.3805626848507,0.6866887675904186,5780,60,2.041952971642142,0.002585297840508266
CID-00230,Existing,30,F,1,College,Single,Unknown,Blue,31,2,1,6,5703.0,932,4195.137075459396,0.9225531567307416,4765,15,2.3132501188931647,0.6161259883746549
CID-00231,Existing,46,M,5,College,Unknown,$60K - $80K,Gold,39,5,0,3,5214.0,1084,2785.5251221543326,2.5204859088635,4932,69,2.4932113731979877,0.40484592076708215
CID-00232,Existing,37,F,3,Graduate,Single,$60K - $80K,Silver,36,3,3,8,6613.0,2218,5539.783001115259,2.5649655244562823,2195,30,3.065886237415581,0.5273408420418163
CID-00233,Existing,31,M,5,Unknown,Married,$40K - $60K,Blue,39,2,1,1,4645.0,2511,4103.5158566728605,3.1942046884703066,4258,39,1.246240657723682,0.6366913981447255
CID-00234,Existing,49,M,0,Graduate,Single,$80K - $120K,Blue,15,3,1,1,5707.5,2500,3475.791600862913,3.474225162357323,613,69,3.476078834794637,0.2940565371742102
CID-00235,Existing,67,M,1,College,Divorced,$40K - $60K,Blue,56,2,0,3,5223.0,1985,5198.070377304115,2.695649906556373,4746,89,2.647292376231423,0.3339767516310651
CID-00236,Existing,44,F,5,Unknown,Married,$60K - $80K,Blue,37,4,2,1,1498.0,1820,400.7921107578718,1.070261895792588,2227,94,1.9680089768178508,0.4751952526973562
CID-00237,Existing,42,M,1,High School,Married,$60K - $80K,Blue,24,5,3,2,1740.0,2313,798.5250632930416,1.9164265873977988,3321,10,1.1024719825808955,0.23394060641453707
CID-00238,Existing,69,M,4,Post-Graduate,Divorced,$60K - $80K,Blue,30,4,2,2,4209.0,1497,3716.894963294932,0.6530654466606104,2808,78,0.774647245777551,0.22201886273929342
CID-00239,Existing,21,F,2,Post-Graduate,Single,$120K +,Blue,45,3,1,2,6327.0,1436,3249.6022281868572,2.428473130952747,5734,44,2.486210181828562,0.33013248736056505
CID-00240,Existing,38,M,3,Post-Graduate,Divorced,$60K - $80K,Silver,56,4,2,3,4431.0,1641,3535.6096429741983,2.3215625297752274,6102,59,0.7455516194306532,0.11609139615200868
CID-00241,Attrited,35,M,1,Unknown,Married,$40K - $60K,Blue,27,2,2,3,4482.0,981,3107.774884305035,0.9036926588202208,4372,87,2.85542585404709,0.3312388229936275
CID-00242,Attrited,56,M,4,Post-Graduate,Married,$60K - $80K,Blue,56,1,6,4,1000.0,2018,0.0,3.153145031551409,5766,80,1.9921861540900323,0.6546917716445658
CID-00243,Attrited,32,F,0,College,Single,Unknown,Blue,15,6,6,2,5513.0,765,4253.239145217811,0.7971803179291395,6320,33,2.3720461928780288,0.052292040606968106
CID-00244,Existing,55,M,1,Graduate,Single,$80K - $120K,Silver,31,4,1,5,11287.5,1310,6952.488094685014,0.7396187631191443,3704,81,2.5691847806002888,0.7489521015391456
CID-00245,Existing,65,M,0,Graduate,Divorced,$40K - $60K,Blue,52,6,2,7,3280.0,2819,2300.0608356296084,1.2552162603640271,2291,33,2.8538388136054094,0.48104546936810655
CID-00246,Attrited,69,M,3,High School,Married,Unknown,Blue,37,3,4,4,5372.0,2530,5056.7694939572175,3.376969623947468,5151,18,3.456247161922822,0.607882178350691
CID-00247,Existing,41,M,4,Unknown,Single,$40K - $60K,Blue,55,5,2,4,7285.0,1770,6774.059016149487,3.332417916900469,688,45,2.8630668971855036,0.3876680021702921
CID-00248,Attrited,25,F,0,High School,Married,Unknown,Blue,49,4,2,3,3848.0,408,3031.2889972188655,0.9376811701664317,7202,59,3.2779482425592743,0.7361331706170883
CID-00249,Attrited,45,M,2,Post-Graduate,Single,$40K - $60K,Blue,41,4,4,2,1368.0,1222,433.8032642918681,1.7059202505844175,6002,62,2.823327595935174,0.4944076913962419
CID-00250,Attrited,38,M,5,Post-Graduate,Single,Unknown,Blue,17,1,3,6,7454.0,2226,6527.579543744491,1.9917490561657845,763,42,2.2710134223902343,0.6284712025185181
CID-00251,Existing,33,M,0,Uneducated,Unknown,Less than $40K,Blue,49,3,5,1,2128.0,1949,2728.437241886723,2.469897488202861,4488,88,3.0906812951740488,0.6977709877401218
CID-00252,Existing,33,M,0,Graduate,Married,$80K - $120K,Blue,24,4,5,4,6972.0,1358,3201.6798524693886,2.156137961289696,3976,49,3.1985762486857676,0.3426010419157146
CID-00253,Attrited,52,M,4,Post-Graduate,Married,$80K - $120K,Silver,47,5,1,3,4342.5,2501,2536.320891341677,1.8557381685663568,5110,58,0.7070969615222984,0.7358313288743941
CID-00254,Existing,34,M,4,College,Divorced,Unknown,Blue,28,2,4,4,4539.0,1476,1759.1030972514077,1.518901823913727,1214,25,0.5742196993364113,0.4547460870940849
CID-00255,Existing,26,M,1,Post-Graduate,Married,$120K +,Silver,38,5,5,2,5008.5,1496,2788.186122276958,3.4042630950103243,5003,32,2.8472648322486878,0.24348277932018927
CID-00256,Existing,52,F,5,College,Married,$60K - $80K,Blue,46,4,2,4,5993.0,2228,4579.20655794442,0.8607934505553992,2884,75,1.9273891981321296,0.3026206120558093
CID-00257,Attrited,69,M,0,Unknown,Single,Less than $40K,Silver,51,6,2,4,4620.7,1636,5488.912029492492,1.745087593563454,524,54,2.1550539234912676,0.7095223924309725
CID-00258,Existing,46,M,0,High School,Married,$40K - $60K,Blue,44,6,3,6,6984.0,1672,5507.36432965237,0.9485030294835386,3055,38,2.926412813693047,0.33039282674136766
CID-00259,Existing,56,M,4,College,Married,$80K - $120K,Blue,29,4,1,5,8791.5,762,4666.418159147934,2.065652004019637,6663,27,1.0304296634188317,0.43696303175723505
CID-00260,Existing,35,M,2,Graduate,Single,$80K - $120K,Blue,31,1,4,4,4696.5,1023,2209.4265571359765,2.7238880907381082,4940,49,2.898459039020094,0.1995188161037334
CID-00261,Existing,29,F,4,Doctorate,Married,$40K - $60K,Silver,44,3,3,5,3572.0,1485,2516.223603912322,2.208056491392072,4472,38,3.1570265631059926,0.6327232546230841
CID-00262,Attrited,36,M,2,Post-Graduate,Married,$40K - $60K,Blue,42,1,1,6,4376.0,3564,3679.0678421383504,0.9738954481564557,2063,57,1.254689336522356,0.48270462582889295
CID-00263,Existing,65,M,5,College,Married,$60K - $80K,Silver,48,5,1,1,7483.0,819,6155.383424099921,1.5655423689331505,2080,48,2.441509890151112,0.28769944928888375
CID-00264,Existing,39,F,4,High School,Divorced,$80K - $120K,Silver,30,3,1,3,9061.5,775,4664.717626519932,1.348341438826464,6478,48,3.2882747252920335,0.7706897156503342
CID-00265,Attrited,66,M,5,College,Single,$120K +,Silver,44,1,3,5,7672.5,1548,4691.250721101981,2.388150574747714,1020,59,2.474996531253342,0.20309816050593765
CID-00266,Existing,69,M,3,Graduate,Single,Less than $40K,Silver,28,4,0,4,4247.599999999999,3015,5621.884320579852,0.685886953656869,4147,26,1.1227141894178767,0.8324598509557755
CID-00267,Existing,32,M,0,Graduate,Married,Unknown,Blue,44,3,1,4,2340.0,2544,741.4083747442633,1.788192453333591,1984,54,2.1913405963631942,0.6712050769212933
CID-00268,Existing,18,M,5,Graduate,Single,Unknown,Platinum,47,2,1,6,19606.0,998,8077.694376487729,2.333515576507443,4737,74,3.398039666685685,0.7184125590689249
CID-00269,Existing,19,F,2,Post-Graduate,Single,Less than $40K,Silver,16,2,1,3,2366.7,1049,2995.574386430325,3.121880525021099,1046,38,3.225005952013014,0.5483237527728829
CID-00270,Existing,25,M,3,Graduate,Single,$60K - $80K,Blue,51,5,1,2,4132.0,1733,3582.4331868465806,2.612151731360766,3442,44,0.9515841084900243,0.8292539587375538
CID-00271,Existing,39,M,2,Unknown,Married,$60K - $80K,Silver,58,1,3,3,2931.0,1131,2474.623508784455,3.380405594147579,4937,48,1.534512662848996,0.2627337322623915
